isin,gvkey,year,quarter,cc_expo_ew,cc_risk_ew,cc_pos_ew,cc_neg_ew,cc_sent_ew
US95709T6055,34057.0,2011,4,0.010213556,0.0,0.00185701,-0.00371402,-0.00185701
US9575412047,61646.0,2017,2,0.001419111,0.0,0.000946074,0.0,0.000946074
US9576381092,163920.0,2023,3,0.000225938,0.0,0.0,0.0,0.0
US9593191045,165652.0,2016,1,0.000744602,0.0,0.0,-0.000372301,-0.000372301
US9604131022,160684.0,2018,1,0.001141987,0.0,0.001141987,-0.000761325,0.000380662
US9621661043,11456.0,2008,2,0.000271076,0.0,0.0,-0.000271076,-0.000271076
US9692031084,63495.0,2014,2,0.001790831,0.0,0.001074499,-0.000716332,0.000358166
US9694656086,19911.0,2008,4,0.00160901,0.0,0.0,0.0,0.0
US98138J2069,184957.0,2019,4,0.007147963,0.0,0.003573981,-0.002859185,0.000714796
US98212B1035,187128.0,2016,3,0.001254312,0.0,0.000313578,0.0,0.000313578
US98310W1080,174729.0,2016,3,0.000658111,0.0,0.000329056,0.0,0.000329056
US9837931008,144998.0,2020,3,0.000328839,0.0,0.000328839,0.0,0.000328839
US9838571035,12189.0,2009,1,0.001178782,0.0,0.001178782,-0.002357564,-0.001178782
US98387E2054,163896.0,2012,4,0.000797872,0.0,0.000265957,0.0,0.000265957
US98387E2054,163896.0,2021,1,0.000616523,0.0,0.000308261,0.0,0.000308261
US98459U1034,37061.0,2020,4,0.00059952,0.0,0.0,0.0,0.0
US9851941099,37393.0,2024,1,0.00074239,0.0,0.0,0.0,0.0
US9884981013,65417.0,2021,4,0.00102145,0.0,0.000340483,0.0,0.000340483
US9884981013,65417.0,2022,2,0.001179593,0.0,0.000884695,0.0,0.000884695
US98944B1089,178538.0,2010,1,0.000639795,0.0,0.000639795,0.0,0.000639795
US98955K1043,39197.0,2022,2,0.001957713,0.0,0.000783085,0.0,0.000783085
US98975W1045,25918.0,2009,3,0.0090212,0.0,0.00270636,-0.0022553,0.00045106
US98980L1017,35005.0,2023,4,0.000665557,0.0,0.000665557,0.0,0.000665557
US9899221090,25579.0,2010,2,0.000441112,0.0,0.0,-0.000441112,-0.000441112
ZAE000006284,102422.0,2020,4,0.000928936,0.0,0.0,0.0,0.0
ZAE000066692,211127.0,2024,1,0.00195599,0.0,0.000488998,0.0,0.000488998
ZAE000134854,213098.0,2022,4,0.004477004,0.001221001,0.000814001,-0.001221001,-0.000407
ZAE000191979,318455.0,2019,4,0.000451875,0.0,0.0,-0.000451875,-0.000451875
